,Symptoms,Conditions
2732,"['chronic cough (>8 weeks, normal chest xray)', 'migraine headache']","[('Asthma (teen And Adult)', 'Moderate match'), ('Heartburn/GERD', 'Moderate match'), ('Chronic Sinusitis', 'Moderate match'), ('Hay Fever', 'Moderate match'), ('Drug Allergy', 'Moderate match')]"
2733,"['chronic cough (>8 weeks, normal chest xray)', 'headache, occipital']","[('Asthma (teen And Adult)', 'Moderate match'), ('Heartburn/GERD', 'Moderate match'), ('Chronic Sinusitis', 'Moderate match'), ('Hay Fever', 'Moderate match'), ('Drug Allergy', 'Moderate match')]"
2734,"['chronic cough (>8 weeks, normal chest xray)', 'repeated headaches']","[('Asthma (teen And Adult)', 'Moderate match'), ('Heartburn/GERD', 'Moderate match'), ('Chronic Sinusitis', 'Moderate match'), ('Migraine Headache (adult)', 'Moderate match'), ('Cluster Headache', 'Moderate match')]"
2735,"['chronic cough (>8 weeks, normal chest xray)', 'recurring headache']","[('Asthma (teen And Adult)', 'Moderate match'), ('Heartburn/GERD', 'Moderate match'), ('Chronic Sinusitis', 'Moderate match'), ('Migraine Headache (adult)', 'Moderate match'), ('Cluster Headache', 'Moderate match')]"
2736,"['chronic cough (>8 weeks, normal chest xray)', 'severe headache']","[('Asthma (teen And Adult)', 'Moderate match'), ('Heartburn/GERD', 'Moderate match'), ('Chronic Sinusitis', 'Moderate match'), ('Hay Fever', 'Moderate match'), ('Drug Allergy', 'Moderate match')]"
2737,"['chronic cough (>8 weeks, normal chest xray)', 'tension headache']","[('Asthma (teen And Adult)', 'Moderate match'), ('Heartburn/GERD', 'Moderate match'), ('Chronic Sinusitis', 'Moderate match'), ('Hay Fever', 'Moderate match'), ('Drug Allergy', 'Moderate match')]"
2738,"['chronic cough (>8 weeks, normal chest xray)', 'headache with sex']","[('Asthma (teen And Adult)', 'Moderate match'), ('Heartburn/GERD', 'Moderate match'), ('Chronic Sinusitis', 'Moderate match'), ('Hay Fever', 'Moderate match'), ('Drug Allergy', 'Moderate match')]"
2739,"['chronic cough (>8 weeks, normal chest xray)', 'sudden severe headache']","[('Asthma (teen And Adult)', 'Moderate match'), ('Heartburn/GERD', 'Moderate match'), ('Chronic Sinusitis', 'Moderate match'), ('Hay Fever', 'Moderate match'), ('Drug Allergy', 'Moderate match')]"
2740,"['chronic cough (>8 weeks, normal chest xray)', 'headache behind ears']","[('Asthma (teen And Adult)', 'Moderate match'), ('Heartburn/GERD', 'Moderate match'), ('Chronic Sinusitis', 'Moderate match'), ('Hay Fever', 'Moderate match'), ('Drug Allergy', 'Moderate match')]"
2741,"['chronic cough (>8 weeks, normal chest xray)', 'headache on temples']","[('Asthma (teen And Adult)', 'Moderate match'), ('Heartburn/GERD', 'Moderate match'), ('Chronic Sinusitis', 'Moderate match'), ('Hay Fever', 'Moderate match'), ('Drug Allergy', 'Moderate match')]"
2742,"['chronic cough (>8 weeks, normal chest xray)', 'one sided headache']","[('Asthma (teen And Adult)', 'Moderate match'), ('Heartburn/GERD', 'Moderate match'), ('Migraine Headache (adult)', 'Moderate match'), ('Chronic Sinusitis', 'Moderate match'), ('Hay Fever', 'Moderate match')]"
2743,"['chronic cough (>8 weeks, normal chest xray)', 'headache that just started']","[('Asthma (teen And Adult)', 'Moderate match'), ('Heartburn/GERD', 'Moderate match'), ('Chronic Sinusitis', 'Moderate match'), ('Hay Fever', 'Moderate match'), ('Drug Allergy', 'Moderate match')]"
2744,"['chronic cough (>8 weeks, normal chest xray)', 'waking up with headache']","[('Asthma (teen And Adult)', 'Moderate match'), ('Heartburn/GERD', 'Moderate match'), ('Chronic Sinusitis', 'Moderate match'), ('Hay Fever', 'Moderate match'), ('Drug Allergy', 'Moderate match')]"
2745,"['chronic cough (>8 weeks, normal chest xray)', 'headache in the morning']","[('Asthma (teen And Adult)', 'Moderate match'), ('Heartburn/GERD', 'Moderate match'), ('Chronic Sinusitis', 'Moderate match'), ('Hay Fever', 'Moderate match'), ('Drug Allergy', 'Moderate match')]"
2746,"['chronic cough (>8 weeks, normal chest xray)', 'headache in front of head']","[('Asthma (teen And Adult)', 'Moderate match'), ('Heartburn/GERD', 'Moderate match'), ('Chronic Sinusitis', 'Moderate match'), ('Hay Fever', 'Moderate match'), ('Drug Allergy', 'Moderate match')]"
2747,"['chronic cough (>8 weeks, normal chest xray)', 'headache in back of head']","[('Asthma (teen And Adult)', 'Moderate match'), ('Heartburn/GERD', 'Moderate match'), ('Chronic Sinusitis', 'Moderate match'), ('Hay Fever', 'Moderate match'), ('Drug Allergy', 'Moderate match')]"
2748,"['cough', 'nausea']","[('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Influenza (flu) Adults', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Common Cold', 'Fair match')]"
2749,"['cough', 'nauseated']","[('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Influenza (flu) Adults', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Bronchitis', 'Fair match')]"
2750,"['cough', 'belly pain before nausea/vomiting']","[('Bacterial Pneumonia', 'Moderate match'), ('Influenza (flu) Adults', 'Fair match'), ('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Bronchitis', 'Fair match')]"
2751,"['cough', 'stomach pain before nausea/vomiting']","[('Bacterial Pneumonia', 'Moderate match'), ('Influenza (flu) Adults', 'Fair match'), ('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Bronchitis', 'Fair match')]"
2752,"['cough', 'belly pain prior to nausea/vomiting']","[('Bacterial Pneumonia', 'Moderate match'), ('Influenza (flu) Adults', 'Fair match'), ('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Common Cold', 'Fair match')]"
2753,"['dry cough', 'nausea']","[('Coronavirus', 'Fair match'), ('Heartburn/GERD', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Emphysema', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match')]"
2754,"['dry cough', 'nauseated']","[('Coronavirus', 'Fair match'), ('Heartburn/GERD', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Emphysema', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match')]"
2755,"['dry cough', 'belly pain before nausea/vomiting']","[('Mycoplasma Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Sarcoidosis', 'Fair match'), ('Emphysema', 'Fair match')]"
2756,"['dry cough', 'stomach pain before nausea/vomiting']","[('Mycoplasma Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Sarcoidosis', 'Fair match'), ('Emphysema', 'Fair match')]"
2757,"['dry cough', 'belly pain prior to nausea/vomiting']","[('Mycoplasma Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Sarcoidosis', 'Fair match'), ('Emphysema', 'Fair match')]"
2758,"['cough, nonproductive', 'nausea']","[('Coronavirus', 'Fair match'), ('Heartburn/GERD', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Emphysema', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match')]"
2759,"['cough, nonproductive', 'nauseated']","[('Coronavirus', 'Fair match'), ('Heartburn/GERD', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Emphysema', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match')]"
2760,"['cough, nonproductive', 'belly pain before nausea/vomiting']","[('Mycoplasma Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Sarcoidosis', 'Fair match'), ('Emphysema', 'Fair match')]"
2761,"['cough, nonproductive', 'stomach pain before nausea/vomiting']","[('Mycoplasma Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Sarcoidosis', 'Fair match'), ('Emphysema', 'Fair match')]"
2762,"['cough, nonproductive', 'belly pain prior to nausea/vomiting']","[('Mycoplasma Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Sarcoidosis', 'Fair match'), ('Emphysema', 'Fair match')]"
2763,"['hacking cough', 'nausea']","[('Coronavirus', 'Fair match'), ('Influenza (flu) Adults', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Bronchitis', 'Fair match'), ('Swine Influenza', 'Fair match')]"
2764,"['hacking cough', 'nauseated']","[('Coronavirus', 'Fair match'), ('Influenza (flu) Adults', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Bronchitis', 'Fair match'), ('Swine Influenza', 'Fair match')]"
2765,"['hacking cough', 'belly pain before nausea/vomiting']","[('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Swine Influenza', 'Fair match'), ('Bronchitis', 'Fair match')]"
2766,"['hacking cough', 'stomach pain before nausea/vomiting']","[('Influenza (flu) Adults', 'Fair match'), ('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Swine Influenza', 'Fair match'), ('Bronchitis', 'Fair match')]"
2767,"['hacking cough', 'belly pain prior to nausea/vomiting']","[('Influenza (flu) Adults', 'Fair match'), ('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Swine Influenza', 'Fair match'), ('Bronchitis', 'Fair match')]"
2768,"['coughing attacks', 'nausea']","[('Whooping Cough', 'Moderate match'), ('Asthma (teen And Adult)', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Acute Sinusitis', 'Fair match')]"
2769,"['coughing attacks', 'nauseated']","[('Whooping Cough', 'Moderate match'), ('Asthma (teen And Adult)', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Acute Sinusitis', 'Fair match')]"
2770,"['coughing attacks', 'belly pain before nausea/vomiting']","[('Whooping Cough', 'Moderate match'), ('Asthma (teen And Adult)', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Influenza (flu) Adults', 'Fair match'), ('Appendicitis', 'Fair match')]"
2771,"['coughing attacks', 'stomach pain before nausea/vomiting']","[('Whooping Cough', 'Moderate match'), ('Asthma (teen And Adult)', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Influenza (flu) Adults', 'Fair match'), ('Appendicitis', 'Fair match')]"
2772,"['coughing attacks', 'belly pain prior to nausea/vomiting']","[('Whooping Cough', 'Moderate match'), ('Asthma (teen And Adult)', 'Moderate match'), ('Bacterial Pneumonia', 'Fair match'), ('Influenza (flu) Adults', 'Fair match'), ('Appendicitis', 'Fair match')]"
2773,"['wet cough', 'nausea']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Coronavirus', 'Moderate match'), ('Bronchitis', 'Moderate match'), ('Asthma (teen And Adult)', 'Fair match')]"
2774,"['wet cough', 'nauseated']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Coronavirus', 'Moderate match'), ('Bronchitis', 'Moderate match'), ('Influenza (flu) Adults', 'Fair match')]"
2775,"['wet cough', 'belly pain before nausea/vomiting']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Coronavirus', 'Moderate match'), ('Bronchitis', 'Moderate match'), ('Influenza (flu) Adults', 'Fair match')]"
2776,"['wet cough', 'stomach pain before nausea/vomiting']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Coronavirus', 'Moderate match'), ('Bronchitis', 'Moderate match'), ('Influenza (flu) Adults', 'Fair match')]"
2777,"['wet cough', 'belly pain prior to nausea/vomiting']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Coronavirus', 'Moderate match'), ('Bronchitis', 'Moderate match'), ('Influenza (flu) Adults', 'Fair match')]"
2778,"['forceful cough', 'nausea']","[('Whooping Cough', 'Fair match'), ('Lung Cancer (non Small Cell)', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Acute Sinusitis', 'Fair match')]"
2779,"['forceful cough', 'nauseated']","[('Whooping Cough', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Acute Sinusitis', 'Fair match'), ('Influenza (flu) Adults', 'Fair match')]"
2780,"['forceful cough', 'belly pain before nausea/vomiting']","[('Lung Cancer (non Small Cell)', 'Fair match'), ('Whooping Cough', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Influenza (flu) Adults', 'Fair match'), ('Appendicitis', 'Fair match')]"
2781,"['forceful cough', 'stomach pain before nausea/vomiting']","[('Whooping Cough', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Lung Cancer (non Small Cell)', 'Fair match'), ('Influenza (flu) Adults', 'Fair match'), ('Appendicitis', 'Fair match')]"
2782,"['forceful cough', 'belly pain prior to nausea/vomiting']","[('Lung Cancer (non Small Cell)', 'Fair match'), ('Whooping Cough', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Influenza (flu) Adults', 'Fair match'), ('Appendicitis', 'Fair match')]"
2783,"['barky cough', 'nausea']","[('Drug Allergy', 'Low match'), ('Heartburn/GERD', 'Low match'), ('Viral Gastroenteritis', 'Low match'), ('Motion Sickness', 'Low match'), ('Appendicitis', 'Low match')]"
2784,"['barky cough', 'nauseated']","[('Drug Allergy', 'Low match'), ('Heartburn/GERD', 'Low match'), ('Viral Gastroenteritis', 'Low match'), ('Motion Sickness', 'Low match'), ('Appendicitis', 'Low match')]"
2785,"['barky cough', 'belly pain before nausea/vomiting']","[('Appendicitis', 'Fair match'), ('Acute Cholecystitis', 'Fair match'), ('Intestinal Obstruction', 'Fair match')]"
2786,"['barky cough', 'stomach pain before nausea/vomiting']","[('Appendicitis', 'Fair match'), ('Acute Cholecystitis', 'Fair match'), ('Intestinal Obstruction', 'Fair match')]"
2787,"['barky cough', 'belly pain prior to nausea/vomiting']","[('Appendicitis', 'Fair match'), ('Acute Cholecystitis', 'Fair match'), ('Intestinal Obstruction', 'Fair match')]"
2788,"['morning cough', 'nausea']","[('Bronchitis', 'Moderate match'), ('Chronic Sinusitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Acute Sinusitis', 'Fair match')]"
2789,"['morning cough', 'nauseated']","[('Bronchitis', 'Moderate match'), ('Chronic Sinusitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Acute Sinusitis', 'Fair match')]"
2790,"['morning cough', 'belly pain before nausea/vomiting']","[('Bronchitis', 'Moderate match'), ('Chronic Sinusitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Influenza (flu) Adults', 'Fair match'), ('Appendicitis', 'Fair match')]"
2791,"['morning cough', 'stomach pain before nausea/vomiting']","[('Bronchitis', 'Moderate match'), ('Chronic Sinusitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Influenza (flu) Adults', 'Fair match'), ('Appendicitis', 'Fair match')]"
2792,"['morning cough', 'belly pain prior to nausea/vomiting']","[('Bronchitis', 'Moderate match'), ('Chronic Sinusitis', 'Fair match'), ('Bacterial Pneumonia', 'Fair match'), ('Influenza (flu) Adults', 'Fair match'), ('Appendicitis', 'Fair match')]"
2793,"['non-productive cough', 'nausea']","[('Coronavirus', 'Fair match'), ('Heartburn/GERD', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Emphysema', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match')]"
2794,"['non-productive cough', 'nauseated']","[('Coronavirus', 'Fair match'), ('Heartburn/GERD', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Emphysema', 'Fair match'), ('Mycoplasma Pneumonia', 'Fair match')]"
2795,"['non-productive cough', 'belly pain before nausea/vomiting']","[('Mycoplasma Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Sarcoidosis', 'Fair match'), ('Emphysema', 'Fair match')]"
2796,"['non-productive cough', 'stomach pain before nausea/vomiting']","[('Mycoplasma Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Sarcoidosis', 'Fair match'), ('Emphysema', 'Fair match')]"
2797,"['non-productive cough', 'belly pain prior to nausea/vomiting']","[('Mycoplasma Pneumonia', 'Fair match'), ('Coronavirus', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match'), ('Sarcoidosis', 'Fair match'), ('Emphysema', 'Fair match')]"
2798,"['cough out mucus', 'nausea']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bronchitis', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match')]"
2799,"['cough out mucus', 'nauseated']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bronchitis', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match')]"
2800,"['cough out mucus', 'belly pain before nausea/vomiting']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bronchitis', 'Fair match'), ('Appendicitis', 'Fair match')]"
2801,"['cough out mucus', 'stomach pain before nausea/vomiting']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bronchitis', 'Fair match'), ('Appendicitis', 'Fair match')]"
2802,"['cough out mucus', 'belly pain prior to nausea/vomiting']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bronchitis', 'Fair match'), ('Appendicitis', 'Fair match')]"
2803,"['coughing up phlegm', 'nausea']","[('Bacterial Pneumonia', 'Moderate match'), ('Bacterial Pneumonia', 'Moderate match'), ('Coronavirus', 'Fair match'), ('Bronchitis', 'Fair match'), ('Asthma (teen And Adult)', 'Fair match')]"
